,เงินทุนรวม,คนงานรวม,แรงม้า
937,4000000.0,8.0,226.0
938,14000000.0,12.0,227.0
939,24000000.0,11.0,476.0
940,3700000.0,13.0,388.5
941,12000000.0,16.0,122.0
942,940000.0,5.0,58.0
943,43500000.0,13.0,388.5
944,6000000.0,5.0,80.0
945,13500000.0,23.0,383.0
946,18000000.0,6.0,616.0
947,17000000.0,11.0,382.0
948,39000000.0,12.0,495.0
949,28000000.0,17.0,214.48
951,11000000.0,15.0,461.0
952,9600000.0,15.0,85.0
953,15590000.0,9.0,525.53
954,9000000.0,10.0,116.0
955,10000000.0,12.0,144.0
956,2250000.0,8.0,249.44
957,5764000.0,12.0,299.0
958,15000000.0,3.0,501.41
959,22000000.0,26.0,295.0
960,12500000.0,13.0,65.0
961,29000000.0,20.0,179.0
962,8000000.0,6.0,895.0
963,10500000.0,14.0,59.0
964,5000000.0,7.0,403.0
965,35000000.0,13.0,571.2
966,35000000.0,20.0,629.39
967,12100000.0,8.0,477.0
968,20709200.0,3.0,62.6
969,8800000.0,16.0,258.0
970,22000000.0,23.0,90.0
971,4100000.0,6.0,244.0
972,4420000.0,12.0,162.0
973,32000000.0,23.0,752.0
974,5100000.0,10.0,80.0
975,2350000.0,8.0,297.0
976,1250000.0,28.0,70.0
977,1750000.0,8.0,90.0
978,11500000.0,23.0,225.0
979,3900000.0,11.0,90.0
980,10000000.0,25.0,165.5
981,18000000.0,10.0,90.0
982,3150000.0,7.0,305.0
983,14000000.0,7.0,157.0
984,14000000.0,4.0,224.0
985,13000000.0,5.0,114.3
986,3350000.0,10.0,95.5
987,30745510.0,7.0,165.0
988,38000000.0,12.0,940.0
989,11200000.0,20.0,299.0
990,5200000.0,4.0,160.0
991,1200000.0,7.0,53.4
992,6000000.0,8.0,780.0
993,1720000.0,6.0,158.0
994,19000000.0,20.0,114.0
995,12500000.0,20.0,70.0
996,4700000.0,5.0,490.0
997,11000000.0,6.0,342.0
998,16680000.0,4.0,944.0
999,39050000.0,10.0,174.0
1000,21150000.0,8.0,98.0
1001,5000000.0,20.0,268.0
1002,6000000.0,12.0,111.0
1003,6000000.0,9.0,133.0
1004,3150000.0,20.0,129.0
1005,3000000.0,10.0,75.0
1006,33000000.0,25.0,610.0
1007,4000000.0,20.0,128.0
1009,6000000.0,7.0,59.0
1010,20000000.0,3.0,195.0
1011,8000000.0,15.0,353.0
1012,7000000.0,9.0,495.08
1013,30000000.0,7.0,201.0
1016,5000000.0,7.0,80.0
1017,1100000.0,12.0,159.62
1018,10500000.0,6.0,158.0
1019,37000000.0,7.0,58.0
1020,5000000.0,19.0,218.0
1021,4020340.0,11.0,123.5
1022,16000000.0,3.0,230.0
1023,5200000.0,4.0,189.0
1024,8714000.0,3.0,294.0
1025,8000000.0,20.0,588.0
1026,1000000.0,7.0,60.0
1027,2000000.0,3.0,155.0
1029,7000000.0,7.0,148.0
1030,35000000.0,25.0,588.0
1032,21200000.0,27.0,120.5
1033,10000000.0,14.0,198.0
1034,30500000.0,10.0,131.0
1035,2200000.0,5.0,505.0
1036,6049647.0,7.0,111.36
1037,9550000.0,7.0,69.0
1038,2000000.0,9.0,98.5
1039,41000000.0,20.0,204.0
1040,12000000.0,10.0,853.0
1041,13050000.0,10.0,147.0
1042,45000000.0,13.0,140.0
1043,6800000.0,10.0,134.0
1044,4500000.0,10.0,122.0
1045,22000000.0,6.0,144.0
1046,12400000.0,21.0,73.0
1047,20000000.0,20.0,230.0
1048,3000000.0,7.0,400.0
1049,8000000.0,10.0,305.0
1050,33000000.0,4.0,99.49
1051,5200000.0,4.0,101.0
1052,19000000.0,20.0,295.0
1053,3500000.0,5.0,147.0
1054,4500000.0,4.0,106.0
1055,200000.0,5.0,99.75
1056,18280000.0,9.0,257.84
1057,16000000.0,10.0,497.0
1058,12500000.0,20.0,180.0
1059,3300000.0,10.0,85.0
1060,18500000.0,3.0,285.0
1061,13500000.0,9.0,194.0
1062,40000000.0,15.0,547.5
1063,9500000.0,20.0,545.0
1064,2500000.0,8.0,55.4
1065,5200000.0,5.0,185.88
1066,3730000.0,10.0,70.97
1067,10000000.0,6.0,129.0
1068,20500000.0,13.0,515.0
1069,8300000.0,12.0,135.43
1070,11300000.0,10.0,186.0
1071,13000000.0,15.0,591.0
1072,7500000.0,10.0,53.21
1073,5000000.0,9.0,100.0
1074,5200000.0,7.0,82.0
1076,7000000.0,20.0,585.0
1078,2500000.0,7.0,191.6
1079,11400000.0,8.0,97.86
1080,4020340.0,10.0,130.0
1082,2800000.0,13.0,245.0
1083,38355233.35458404,22.421477079796265,684.2431524416136
1084,38355233.35458404,22.421477079796265,684.2431524416136
1086,15000000.0,20.0,883.0
1087,19000000.0,14.0,570.0
1088,5000000.0,10.0,154.16
1089,38355233.35458404,22.421477079796265,684.2431524416136
1090,38355233.35458404,22.421477079796265,684.2431524416136
1091,13000000.0,8.0,75.0
1092,2500000.0,16.0,992.7
1093,17000000.0,7.0,460.0
1094,13000000.0,6.0,622.02
1095,7000000.0,8.0,83.0
1096,11000000.0,4.0,88.0
1097,1650000.0,10.0,118.0
1098,7000000.0,20.0,403.0
1100,34000000.0,13.0,62.0
1101,37300000.0,7.0,83.0
1102,9500000.0,9.0,85.0
1103,15000000.0,12.0,358.5
1104,2000000.0,15.0,537.0
1105,2800000.0,20.0,60.0
1107,2450000.0,6.0,95.0
1108,1050000.0,7.0,125.0
1109,10200000.0,15.0,98.0
1110,5000000.0,7.0,86.4
1111,13520000.0,9.0,124.0
1112,3000000.0,13.0,79.0
1113,18000000.0,10.0,297.0
1114,4500000.0,7.0,92.0
1115,10500000.0,15.0,146.8
1116,13000000.0,6.0,208.0
1117,25800000.0,7.0,480.0
1118,5030000.0,7.0,50.0
1119,11600000.0,12.0,176.0
1120,8200000.0,10.0,382.0
1121,6000000.0,10.0,192.0
1122,20000000.0,15.0,219.0
1123,1050000.0,15.0,145.2
1126,12000000.0,6.0,126.0
1127,32000000.0,10.0,363.0
1129,1700000.0,21.0,230.0
1130,1000000.0,14.0,168.81
1131,4000000.0,8.0,170.0
1132,21200000.0,20.0,168.0
1133,1850000.0,5.0,132.0
1134,2800000.0,8.0,240.0
1135,18450000.0,15.0,488.0
1136,3050000.0,9.0,135.0
1138,7475000.0,5.0,90.0
1139,2000000.0,10.0,90.0
1140,4109000.0,5.0,285.0
1141,200000.0,20.0,185.0
1142,3000000.0,10.0,120.0
1143,8700000.0,8.0,70.0
1145,15000000.0,12.0,130.5
1146,27000000.0,25.0,644.0
1147,20000000.0,10.0,121.0
1148,6000000.0,12.0,542.0
1149,23000000.0,18.0,391.74
1150,15500000.0,13.0,689.46
1151,7000000.0,7.0,192.0
1153,10500000.0,12.0,61.0
1154,1600000.0,9.0,47.0
1155,40000000.0,21.0,474.03
1156,2870000.0,4.0,95.0
1157,11500000.0,19.0,277.0
1158,2750000.0,8.0,186.0
1160,4400000.0,18.0,240.0
1161,4000000.0,7.0,442.26
1162,8000000.0,10.0,192.0
1163,20000000.0,12.0,278.0
1164,11300000.0,18.0,247.4
1165,9000000.0,25.0,87.0
1166,1000000.0,9.0,68.0
1167,11000000.0,15.0,411.0
1168,10000000.0,20.0,666.0
1169,15000000.0,10.0,186.0
1170,45407500.0,27.0,500.0
1171,15000000.0,7.0,192.59
1172,7500000.0,20.0,194.0
1173,8000000.0,10.0,181.16
1174,11800000.0,10.0,274.5
1175,16250000.0,7.0,163.0
1176,35000000.0,12.0,226.2
1177,17315892.0,9.0,333.09
1179,5000000.0,18.0,300.0
1180,10000000.0,20.0,943.0
1181,39000000.0,12.0,461.0
1182,42000000.0,12.0,566.0
1183,4320000.0,17.0,275.0
1184,18450000.0,15.0,598.0
1185,6000000.0,16.0,312.0
1186,14500000.0,8.0,571.5
1187,30000000.0,25.0,982.22
1188,1565000.0,10.0,56.5
1189,1150000.0,10.0,116.4
1190,7000000.0,6.0,214.6
1191,23000000.0,6.0,246.02
1192,3700000.0,25.0,93.0
1193,7500000.0,25.0,387.61
1194,8500000.0,10.0,365.0
1195,3700000.0,11.0,180.0
1196,5400000.0,7.0,110.0
1197,1840000.0,9.0,146.58
1198,10000000.0,15.0,50.0
1199,1150000.0,10.0,150.0
1200,3000000.0,4.0,120.0
1201,9000000.0,3.0,289.5
1202,4500000.0,17.0,75.0
1203,1650000.0,15.0,294.0
1204,300000.0,5.0,64.0
1205,11100000.0,12.0,410.0
1206,15000000.0,15.0,835.0
1207,27000000.0,7.0,92.0
1208,5500000.0,10.0,168.0
1209,24524920.0,12.0,80.0
1210,38100000.0,2.0,95.6
1211,8000000.0,15.0,195.0
1212,6100000.0,6.0,95.0
1213,27000000.0,10.0,50.0
1214,14500000.0,10.0,86.0
1215,14000000.0,12.0,80.0
1216,7850000.0,10.0,55.0
1217,3000000.0,4.0,295.0
1218,4600000.0,4.0,58.0
1219,35000000.0,5.0,50.0
1220,5000000.0,20.0,463.0
1221,1300000.0,12.0,50.0
1222,3500000.0,4.0,155.0
1223,3000000.0,5.0,364.0
1224,2860000.0,9.0,153.94
1225,20000000.0,5.0,368.0
1226,12700000.0,4.0,518.0
1227,15000000.0,5.0,368.0
1228,12000000.0,1.0,450.0
1229,5500000.0,3.0,180.0
1230,9000000.0,10.0,257.48
1231,7190000.0,3.0,788.0
1232,25200000.0,12.0,377.0
1233,12000000.0,4.0,450.0
1234,9000000.0,6.0,440.0
1235,10800000.0,13.0,468.0
1236,7700000.0,2.0,413.0
1237,12000000.0,3.0,379.0
1238,12000000.0,4.0,409.0
1239,3600000.0,3.0,343.0
1240,5000000.0,26.0,992.16
1241,19000000.0,8.0,897.0
1242,10000000.0,19.0,657.56
1243,23565000.0,6.0,665.0
1244,19000000.0,6.0,762.0
1245,25000000.0,6.0,972.0
1246,6000000.0,4.0,350.0
1247,3600000.0,3.0,345.0
1248,24000000.0,3.0,578.0
1249,20000000.0,3.0,518.0
1250,10891828.0,10.0,105.0
1251,5000000.0,20.0,253.0
1252,2850000.0,10.0,60.0
1253,3050000.0,10.0,85.0
1254,15760000.0,18.0,264.42
1255,4000000.0,10.0,165.0
1256,7000000.0,8.0,333.0
1257,7000000.0,7.0,333.0
1258,7000000.0,5.0,333.0
1259,7000000.0,6.0,333.0
1260,1800000.0,10.0,73.0
1261,13200000.0,25.0,82.4
1262,8000000.0,5.0,192.0
1263,10000000.0,4.0,189.0
1264,10000000.0,6.0,198.0
1265,10000000.0,4.0,192.0
1266,10000000.0,4.0,192.0
1267,4100000.0,6.0,189.0
1268,4100000.0,4.0,189.0
1269,8140000.0,19.0,292.5
1270,800000.0,4.0,99.6
1271,6300000.0,15.0,462.0
1272,2100000.0,3.0,275.0
1273,9000000.0,6.0,570.0
1274,1800000.0,3.0,390.0
1275,3000000.0,5.0,475.0
1276,1100000.0,3.0,275.0
1277,2200000.0,5.0,475.0
1278,2690000.0,5.0,492.0
1279,3110000.0,4.0,498.0
1280,4700000.0,7.0,475.0
1281,1280000.0,9.0,153.68
1282,4550000.0,7.0,65.0
1283,22000000.0,16.0,165.4
1284,300000.0,6.0,100.0
1285,150000.0,7.0,114.4
1286,13200000.0,7.0,198.0
1287,2510000.0,14.0,98.5
1288,1800000.0,5.0,198.0
1289,400000.0,5.0,86.5
1290,2120000.0,3.0,87.0
1291,2400000.0,7.0,85.0
1292,4000000.0,10.0,111.8
1293,3400000.0,5.0,135.0
1294,12900000.0,5.0,50.75
1295,12000000.0,8.0,442.5
1296,3000000.0,4.0,425.0
1297,12500000.0,10.0,530.0
1299,3464500.0,10.0,221.0
1300,20000000.0,20.0,711.52
1301,18000000.0,2.0,180.0
1302,3000000.0,10.0,313.75
1303,4900000.0,3.0,385.0
1304,12600000.0,3.0,284.0
1305,7500000.0,14.0,372.2
1306,5700000.0,10.0,111.8
1307,4800000.0,3.0,155.0
1308,9000000.0,3.0,155.0
1309,10000000.0,3.0,150.0
1310,5000000.0,3.0,150.0
1311,15500000.0,4.0,655.0
1312,7500000.0,4.0,285.0
1313,42786000.0,4.0,820.0
1314,38566000.0,2.0,700.0
1315,2100000.0,10.0,69.0
1317,6000000.0,15.0,66.5
1318,9000000.0,10.0,257.48
1319,29000000.0,27.0,393.5
1320,9600000.0,2.0,155.0
1321,13520000.0,5.0,225.0
1322,4800000.0,20.0,172.0
1323,6700000.0,20.0,215.0
1324,13180000.0,28.0,615.85
1325,7500000.0,4.0,180.0
1326,2000000.0,4.0,115.0
1327,14900000.0,6.0,435.0
1328,10600000.0,6.0,265.0
1329,23100000.0,6.0,270.0
1330,8750000.0,1.0,280.0
1331,7500000.0,4.0,180.0
1332,4500000.0,4.0,180.0
1333,4600000.0,24.0,425.0
1334,4000000.0,5.0,180.0
1335,4000000.0,5.0,180.0
1336,4000000.0,5.0,180.0
1337,5500000.0,4.0,180.0
1338,7500000.0,5.0,360.0
1339,21400000.0,7.0,380.0
1340,13000000.0,3.0,292.0
1341,11000000.0,5.0,255.0
1342,8900000.0,2.0,172.0
1343,9600000.0,7.0,390.0
1344,2500000.0,3.0,151.0
1345,2800000.0,7.0,94.0
1346,4300000.0,7.0,372.0
1347,11000000.0,6.0,267.0
1348,2500000.0,5.0,179.0
1349,1250000.0,7.0,118.0
1350,4400000.0,6.0,145.0
1351,4500000.0,11.0,78.0
1352,870000.0,5.0,145.0
1353,13000000.0,20.0,497.0
1354,18150000.0,13.0,160.0
1355,1020000.0,5.0,59.44
1356,9700000.0,6.0,564.1
1357,8750000.0,20.0,50.0
1358,1450000.0,17.0,273.0
1359,1800000.0,10.0,191.0
1360,7000000.0,18.0,124.0
1361,24450000.0,19.0,126.96
1362,7100000.0,18.0,386.0
1363,5200000.0,6.0,112.5
1364,9500000.0,15.0,173.8
1365,7600000.0,20.0,502.77
1366,5500000.0,11.0,107.0
1367,3458121.0,2.0,82.0
1368,4500000.0,20.0,60.0
1369,18700000.0,10.0,220.21
1371,5500000.0,8.0,80.0
1372,3700000.0,10.0,160.21
1373,6500000.0,20.0,187.0
1374,5000000.0,8.0,182.0
1375,1200000.0,16.0,236.5
1376,4500000.0,10.0,182.0
1377,5300000.0,10.0,286.0
1378,13600000.0,7.0,424.0
1379,6500000.0,12.0,239.0
1380,4500000.0,20.0,58.0
1381,4500000.0,20.0,259.74
1382,7000000.0,10.0,454.0
1383,6000000.0,4.0,104.0
1384,14000000.0,15.0,175.0
1385,30500000.0,10.0,212.5
1386,12716000.0,7.0,197.0
1387,6000000.0,15.0,75.0
1388,8000000.0,10.0,105.0
1389,6000000.0,7.0,241.0
1390,5800000.0,6.0,119.0
1391,38500000.0,10.0,284.0
1392,20000000.0,3.0,979.6
1393,4900000.0,10.0,201.0
1394,4420000.0,11.0,316.0
1395,14800000.0,12.0,169.0
1396,3250000.0,4.0,152.0
1397,6000000.0,6.0,440.0
1398,18700000.0,13.0,380.0
1399,19300000.0,9.0,370.0
1400,1650000.0,5.0,455.0
1401,4500000.0,9.0,384.0
1402,17000000.0,10.0,395.0
1403,2800000.0,10.0,118.0
1404,1000000.0,10.0,90.0
1405,11500000.0,12.0,489.36
1406,15000000.0,5.0,56.0
1407,6500000.0,8.0,166.68
1408,8300000.0,10.0,105.0
1409,6200000.0,5.0,120.0
1410,4500000.0,15.0,341.36
1411,3500000.0,6.0,84.68
1412,8750000.0,4.0,244.0
1413,4000000.0,10.0,450.0
1414,4300000.0,13.0,138.0
1415,13400000.0,3.0,948.6
1416,12000000.0,6.0,245.0
1418,35000000.0,15.0,418.0
1419,12500000.0,8.0,185.0
1420,10000000.0,11.0,82.5
1421,10000000.0,10.0,91.0
1422,3100000.0,3.0,270.0
1423,1650000.0,4.0,73.0
1424,5250000.0,11.0,90.0
1425,12000000.0,11.0,496.0
1426,20000000.0,14.0,96.5
1427,18000000.0,14.0,100.0
1428,5100000.0,20.0,150.0
1429,7500000.0,2.0,450.0
1430,14634000.0,15.0,510.0
1431,2750000.0,12.0,62.91
1432,6500000.0,15.0,153.0
1433,10500000.0,15.0,405.0
1434,31200000.0,8.0,415.0
1435,9000000.0,12.0,79.0
1437,10000000.0,8.0,420.0
1438,1000000.0,4.0,90.0
1439,2800000.0,12.0,180.0
1440,4100002.0,19.0,846.0
1441,6600000.0,9.0,373.0
1443,20500000.0,9.0,270.0
1444,21110000.0,6.0,352.5
1445,500000.0,2.0,211.5
1446,16050000.0,3.0,190.27
1448,5500000.0,21.0,72.0
1449,12000000.0,20.0,264.95
1450,4000000.0,5.0,95.0
1451,5000000.0,7.0,112.0
1453,28300000.0,24.0,121.0
1454,7000000.0,13.0,779.0
1455,5300000.0,18.0,153.5
1456,7000000.0,14.0,355.0
1457,2200000.0,10.0,98.0
1458,6410000.0,7.0,97.0
1459,11000000.0,5.0,409.0
1460,38355233.35458404,22.421477079796265,684.2431524416136
1461,38355233.35458404,22.421477079796265,684.2431524416136
1464,25500000.0,10.0,314.36
1466,14000000.0,10.0,260.0
1467,10000000.0,14.0,438.5
1468,14200000.0,6.0,294.0
1469,14000000.0,20.0,748.5
1470,6850000.0,6.0,147.0
1471,4000000.0,10.0,248.7
1472,3800000.0,6.0,130.0
1473,6500000.0,10.0,241.0
1474,6744000.0,2.0,204.94
1475,9500000.0,2.0,84.0
1476,30000000.0,6.0,120.08
1477,4650000.0,10.0,63.0
1478,2850000.0,3.0,54.0
1479,20000000.0,21.0,285.6
1480,35000000.0,25.0,479.0
1481,10000000.0,14.0,141.0
1482,3409000.0,4.0,91.45
1484,42410120.0,8.0,991.97
1485,27500000.0,3.0,512.11
1486,27000000.0,3.0,115.5
1487,5100000.0,4.0,366.0
1488,9100000.0,8.0,59.0
1489,5000000.0,4.0,108.0
1490,8000000.0,25.0,171.5
1491,11000000.0,6.0,60.0
1492,15800000.0,6.0,116.0
1493,11000000.0,8.0,196.0
1494,4000000.0,12.0,226.0
1495,12800000.0,9.0,205.0
1496,9500000.0,20.0,896.0
1498,31000000.0,10.0,450.0
1499,8000000.0,11.0,316.6
1500,21000000.0,7.0,314.0
1501,1500000.0,10.0,190.72
1502,6000000.0,25.0,90.0
1503,6100000.0,10.0,230.0
1504,5000000.0,15.0,80.0
1505,3000000.0,20.0,630.0
1506,23000000.0,20.0,300.0
1507,15500000.0,7.0,80.0
1508,9000000.0,13.0,872.85
1509,4800000.0,20.0,145.0
1510,16000000.0,8.0,482.34
1511,17600000.0,20.0,114.0
1512,4000000.0,10.0,217.0
1513,13000000.0,15.0,61.0
1514,6500000.0,7.0,80.0
1515,20000000.0,6.0,460.0
1516,27500000.0,20.0,330.0
1517,22000000.0,16.0,72.0
1518,2600000.0,6.0,67.5
1519,26000000.0,10.0,86.0
1520,30000000.0,15.0,210.0
1521,27100000.0,10.0,53.36
1522,1140000.0,13.0,80.5
1523,18000000.0,18.0,671.7
1524,5400000.0,7.0,90.0
1525,15200000.0,20.0,571.89
1526,10200000.0,9.0,164.0
1527,30500000.0,10.0,255.75
1528,13000000.0,15.0,175.0
1529,15850000.0,10.0,225.0
1531,31000000.0,10.0,450.0
1532,7000000.0,10.0,176.0
1533,4500000.0,15.0,97.5
1534,4900000.0,7.0,73.0
1535,6000000.0,7.0,160.0
1536,17600000.0,8.0,60.0
1537,9000000.0,25.0,340.0
1538,5200000.0,20.0,90.0
1539,1040000.0,18.0,180.0
1540,37500000.0,11.0,485.0
1541,30000000.0,11.0,228.0
1542,14000000.0,20.0,190.0
1543,27400000.0,11.0,52.0
1545,11000000.0,29.0,77.5
1546,3500000.0,12.0,55.0
1547,38355233.35458404,22.421477079796265,684.2431524416136
1548,38355233.35458404,22.421477079796265,684.2431524416136
1549,25500000.0,25.0,292.0
1550,1600000.0,10.0,79.0
1551,21000000.0,7.0,429.0
1552,6000000.0,5.0,96.0
1553,21000000.0,7.0,429.0
1554,30000000.0,10.0,630.0
1555,1160000.0,7.0,255.0
1556,15020000.0,10.0,275.0
1557,15000000.0,10.0,211.5
1558,30000000.0,14.0,391.0
1559,12000000.0,8.0,199.0
1560,14300000.0,10.0,216.0
1561,8150000.0,25.0,90.0
1562,2500000.0,10.0,66.4
1563,1650000.0,3.0,92.0
1564,21000000.0,10.0,398.79
1565,4200000.0,11.0,844.52
1566,7500000.0,8.0,70.0
1567,11000000.0,7.0,310.11
1568,29500000.0,13.0,127.5
1570,43200000.0,7.0,62.0
1572,2500000.0,10.0,815.29
1573,12000000.0,10.0,502.46
1574,5100000.0,10.0,178.4
1575,19987785.0,27.0,72.22
1576,9000000.0,15.0,306.28
1578,4550000.0,20.0,346.0
1579,26800000.0,20.0,561.98
1580,19500000.0,12.0,534.8
1581,7500000.0,8.0,70.0
1582,2800000.0,9.0,95.5
1583,7500000.0,27.0,53.0
1584,36000000.0,22.0,260.0
1585,4800000.0,7.0,390.5
1586,8000000.0,5.0,89.4
1587,7000000.0,12.0,131.0
1588,36972407.0,10.0,132.0
1589,9000000.0,7.0,315.0
1590,16000000.0,20.0,549.79
1591,15500000.0,20.0,205.0
1592,1350000.0,5.0,244.98
1593,30000000.0,6.0,989.48
1595,4400000.0,10.0,83.0
1596,36500000.0,15.0,83.3
1597,14000000.0,10.0,152.0
1598,6430000.0,4.0,60.0
1599,45000000.0,20.0,732.0
1600,22500000.0,15.0,566.5
1601,5000000.0,10.0,884.61
1602,32000000.0,12.0,776.5
1603,30300000.0,8.0,143.5
1604,3500000.0,6.0,74.0
1605,30000000.0,22.0,925.75
1606,16000000.0,20.0,150.0
1607,18000000.0,10.0,50.0
1608,22000000.0,15.0,663.65
1611,20000000.0,8.0,141.71
1612,9100000.0,10.0,176.8
1613,28000000.0,11.0,400.01
1614,30000000.0,13.0,125.5
1615,20000000.0,20.0,220.0
1616,12400000.0,10.0,360.88
1617,7000000.0,10.0,196.0
1618,3000000.0,14.0,284.68
1620,38355233.35458404,22.421477079796265,684.2431524416136
1621,38355233.35458404,22.421477079796265,684.2431524416136
1622,38355233.35458404,22.421477079796265,684.2431524416136
1623,31000000.0,15.0,720.0
1624,12000000.0,15.0,663.65
1625,7700000.0,6.0,80.0
1626,12500000.0,11.0,153.6
1627,7780000.0,3.0,61.5
1628,19580000.0,5.0,148.0
1629,1250000.0,2.0,60.0
1630,4000000.0,15.0,240.0
1631,4000000.0,15.0,260.0
1632,2270000.0,14.0,53.0
1633,28800000.0,25.0,488.24
1634,10500000.0,10.0,60.5
1636,45000000.0,10.0,315.18
1637,9000000.0,10.0,190.0
1638,18000000.0,15.0,260.0
1639,9000000.0,12.0,221.08
1640,2500000.0,10.0,100.0
1642,700000.0,20.0,120.02
1643,9500000.0,20.0,489.99
1644,2800000.0,25.0,100.0
1645,15000000.0,10.0,589.0
1646,12870643.0,21.0,630.0
1647,1500000.0,2.0,134.0
1648,21000000.0,12.0,255.0
1649,40000000.0,25.0,754.5
1650,9500000.0,15.0,590.0
1651,6700000.0,12.0,195.0
1652,31300000.0,9.0,315.81
1654,8950000.0,12.0,867.0
1655,9350000.0,12.0,479.45
1656,14200000.0,12.0,133.0
1657,18054000.0,4.0,339.5
1658,18200000.0,6.0,491.0
1659,3700000.0,15.0,388.5
1660,5000000.0,6.0,872.0
1661,4300000.0,4.0,110.0
1662,15000000.0,10.0,534.0
1663,18200000.0,6.0,321.0
1664,10000000.0,22.0,661.5
1665,2800000.0,6.0,59.12
1666,12219075.0,5.0,122.0
1667,1500000.0,12.0,100.0
1668,1700000.0,15.0,100.0
1669,1285000.0,4.0,498.5
1670,11300000.0,6.0,80.0
1671,6000000.0,19.0,390.0
1672,1100000.0,5.0,68.0
1673,15566000.0,9.0,540.0
1674,10700000.0,7.0,323.0
1675,3000000.0,8.0,74.0
1676,1000000.0,3.0,84.0
1677,560000.0,10.0,210.0
1678,3500000.0,5.0,95.0
1679,2900000.0,14.0,129.0
1680,7020000.0,5.0,315.2
1681,4400000.0,10.0,216.0
1682,6800000.0,10.0,50.0
1683,5075000.0,15.0,515.25
1685,1800000.0,10.0,463.05
1686,1300000.0,2.0,127.5
1688,2600000.0,9.0,110.0
1689,3800000.0,3.0,70.0
1690,3600000.0,6.0,178.0
1691,8000000.0,18.0,83.0
1692,15700000.0,8.0,301.29
1693,45000000.0,15.0,278.5
1694,3500000.0,22.0,115.5
