,เงินทุนรวม,คนงานรวม,แรงม้า
905,22000000.0,23.0,90.0
906,4100000.0,6.0,244.0
907,4420000.0,12.0,162.0
909,5100000.0,10.0,80.0
910,2350000.0,8.0,297.0
911,1250000.0,28.0,70.0
912,1750000.0,8.0,90.0
913,11500000.0,23.0,225.0
914,3900000.0,11.0,90.0
915,10000000.0,25.0,165.5
916,18000000.0,10.0,90.0
917,3150000.0,7.0,305.0
918,14000000.0,7.0,157.0
919,14000000.0,4.0,224.0
920,13000000.0,5.0,114.3
921,3350000.0,10.0,95.5
922,30745510.0,7.0,165.0
924,11200000.0,20.0,299.0
925,5200000.0,4.0,160.0
926,1200000.0,7.0,53.4
928,1720000.0,6.0,158.0
929,19000000.0,20.0,114.0
930,12500000.0,20.0,70.0
931,4700000.0,5.0,490.0
932,11000000.0,6.0,342.0
934,39050000.0,10.0,174.0
935,21150000.0,8.0,98.0
936,5000000.0,20.0,268.0
937,6000000.0,12.0,111.0
938,6000000.0,9.0,133.0
939,3150000.0,20.0,129.0
940,3000000.0,10.0,75.0
941,33000000.0,25.0,610.0
942,4000000.0,20.0,128.0
943,6000000.0,7.0,59.0
944,20000000.0,3.0,195.0
945,8000000.0,15.0,353.0
946,7000000.0,9.0,495.08
947,30000000.0,7.0,201.0
948,5000000.0,7.0,80.0
949,1100000.0,12.0,159.62
950,10500000.0,6.0,158.0
951,37000000.0,7.0,58.0
952,5000000.0,19.0,218.0
953,4020340.0,11.0,123.5
954,16000000.0,3.0,230.0
955,5200000.0,4.0,189.0
956,8714000.0,3.0,294.0
957,8000000.0,20.0,588.0
958,1000000.0,7.0,60.0
959,2000000.0,3.0,155.0
960,7000000.0,7.0,148.0
961,35000000.0,25.0,588.0
962,21200000.0,27.0,120.5
963,10000000.0,14.0,198.0
964,30500000.0,10.0,131.0
965,2200000.0,5.0,505.0
966,6049647.0,7.0,111.36
967,9550000.0,7.0,69.0
968,2000000.0,9.0,98.5
969,41000000.0,20.0,204.0
971,13050000.0,10.0,147.0
972,45000000.0,13.0,140.0
973,6800000.0,10.0,134.0
974,4500000.0,10.0,122.0
975,22000000.0,6.0,144.0
976,12400000.0,21.0,73.0
977,20000000.0,20.0,230.0
978,3000000.0,7.0,400.0
979,8000000.0,10.0,305.0
980,33000000.0,4.0,99.49
981,5200000.0,4.0,101.0
982,19000000.0,20.0,295.0
983,3500000.0,5.0,147.0
984,4500000.0,4.0,106.0
985,200000.0,5.0,99.75
986,18280000.0,9.0,257.84
987,16000000.0,10.0,497.0
988,12500000.0,20.0,180.0
989,3300000.0,10.0,85.0
990,18500000.0,3.0,285.0
991,13500000.0,9.0,194.0
992,40000000.0,15.0,547.5
993,9500000.0,20.0,545.0
994,2500000.0,8.0,55.4
995,5200000.0,5.0,185.88
996,3730000.0,10.0,70.97
997,10000000.0,6.0,129.0
998,20500000.0,13.0,515.0
999,8300000.0,12.0,135.43
1000,11300000.0,10.0,186.0
1001,13000000.0,15.0,591.0
1002,7500000.0,10.0,53.21
1003,5000000.0,9.0,100.0
1004,5200000.0,7.0,82.0
1005,7000000.0,20.0,585.0
1006,2500000.0,7.0,191.6
1007,11400000.0,8.0,97.86
1008,4020340.0,10.0,130.0
1009,2800000.0,13.0,245.0
1010,38355233.35458404,22.421477079796265,684.2431524416136
1011,38355233.35458404,22.421477079796265,684.2431524416136
1013,19000000.0,14.0,570.0
1014,5000000.0,10.0,154.16
1015,38355233.35458404,22.421477079796265,684.2431524416136
1016,38355233.35458404,22.421477079796265,684.2431524416136
1017,13000000.0,8.0,75.0
1019,17000000.0,7.0,460.0
1020,13000000.0,6.0,622.02
1021,7000000.0,8.0,83.0
1022,11000000.0,4.0,88.0
1023,1650000.0,10.0,118.0
1024,7000000.0,20.0,403.0
1025,34000000.0,13.0,62.0
1026,37300000.0,7.0,83.0
1027,9500000.0,9.0,85.0
1028,15000000.0,12.0,358.5
1029,2000000.0,15.0,537.0
1030,2800000.0,20.0,60.0
1031,2450000.0,6.0,95.0
1032,1050000.0,7.0,125.0
1033,10200000.0,15.0,98.0
1034,5000000.0,7.0,86.4
1035,13520000.0,9.0,124.0
1036,3000000.0,13.0,79.0
1037,18000000.0,10.0,297.0
1038,4500000.0,7.0,92.0
1039,10500000.0,15.0,146.8
1040,13000000.0,6.0,208.0
1041,25800000.0,7.0,480.0
1042,5030000.0,7.0,50.0
1043,11600000.0,12.0,176.0
1044,8200000.0,10.0,382.0
1045,6000000.0,10.0,192.0
1046,20000000.0,15.0,219.0
1047,1050000.0,15.0,145.2
1048,12000000.0,6.0,126.0
1049,32000000.0,10.0,363.0
1050,1700000.0,21.0,230.0
1051,1000000.0,14.0,168.81
1052,4000000.0,8.0,170.0
1053,21200000.0,20.0,168.0
1054,1850000.0,5.0,132.0
1055,2800000.0,8.0,240.0
1056,18450000.0,15.0,488.0
1057,3050000.0,9.0,135.0
1058,7475000.0,5.0,90.0
1059,2000000.0,10.0,90.0
1060,4109000.0,5.0,285.0
1061,200000.0,20.0,185.0
1062,3000000.0,10.0,120.0
1063,8700000.0,8.0,70.0
1064,15000000.0,12.0,130.5
1065,27000000.0,25.0,644.0
1066,20000000.0,10.0,121.0
1067,6000000.0,12.0,542.0
1068,23000000.0,18.0,391.74
1070,7000000.0,7.0,192.0
1071,10500000.0,12.0,61.0
1072,1600000.0,9.0,47.0
1073,40000000.0,21.0,474.03
1074,2870000.0,4.0,95.0
1075,11500000.0,19.0,277.0
1076,2750000.0,8.0,186.0
1077,4400000.0,18.0,240.0
1078,4000000.0,7.0,442.26
1079,8000000.0,10.0,192.0
1080,20000000.0,12.0,278.0
1081,11300000.0,18.0,247.4
1082,9000000.0,25.0,87.0
1083,1000000.0,9.0,68.0
1084,11000000.0,15.0,411.0
1085,10000000.0,20.0,666.0
1086,15000000.0,10.0,186.0
1087,45407500.0,27.0,500.0
1088,15000000.0,7.0,192.59
1089,7500000.0,20.0,194.0
1090,8000000.0,10.0,181.16
1091,11800000.0,10.0,274.5
1092,16250000.0,7.0,163.0
1093,35000000.0,12.0,226.2
1094,17315892.0,9.0,333.09
1095,5000000.0,18.0,300.0
1097,39000000.0,12.0,461.0
1098,42000000.0,12.0,566.0
1099,4320000.0,17.0,275.0
1100,18450000.0,15.0,598.0
1101,6000000.0,16.0,312.0
1102,14500000.0,8.0,571.5
1104,1565000.0,10.0,56.5
1105,1150000.0,10.0,116.4
1106,7000000.0,6.0,214.6
1107,23000000.0,6.0,246.02
1108,3700000.0,25.0,93.0
1109,7500000.0,25.0,387.61
1110,8500000.0,10.0,365.0
1111,3700000.0,11.0,180.0
1112,5400000.0,7.0,110.0
1113,1840000.0,9.0,146.58
1114,10000000.0,15.0,50.0
1115,1150000.0,10.0,150.0
1116,3000000.0,4.0,120.0
1117,9000000.0,3.0,289.5
1118,4500000.0,17.0,75.0
1119,1650000.0,15.0,294.0
1120,300000.0,5.0,64.0
1121,11100000.0,12.0,410.0
1123,27000000.0,7.0,92.0
1124,5500000.0,10.0,168.0
1125,24524920.0,12.0,80.0
1126,38100000.0,2.0,95.6
1127,8000000.0,15.0,195.0
1128,6100000.0,6.0,95.0
1129,27000000.0,10.0,50.0
1130,14500000.0,10.0,86.0
1131,14000000.0,12.0,80.0
1132,7850000.0,10.0,55.0
1133,3000000.0,4.0,295.0
1134,4600000.0,4.0,58.0
1135,35000000.0,5.0,50.0
1136,5000000.0,20.0,463.0
1137,1300000.0,12.0,50.0
1138,3500000.0,4.0,155.0
1139,3000000.0,5.0,364.0
1140,2860000.0,9.0,153.94
1141,20000000.0,5.0,368.0
1142,12700000.0,4.0,518.0
1143,15000000.0,5.0,368.0
1144,12000000.0,1.0,450.0
1145,5500000.0,3.0,180.0
1146,9000000.0,10.0,257.48
1148,25200000.0,12.0,377.0
1149,12000000.0,4.0,450.0
1150,9000000.0,6.0,440.0
1151,10800000.0,13.0,468.0
1152,7700000.0,2.0,413.0
1153,12000000.0,3.0,379.0
1154,12000000.0,4.0,409.0
1155,3600000.0,3.0,343.0
1158,10000000.0,19.0,657.56
1159,23565000.0,6.0,665.0
1162,6000000.0,4.0,350.0
1163,3600000.0,3.0,345.0
1164,24000000.0,3.0,578.0
1165,20000000.0,3.0,518.0
1166,10891828.0,10.0,105.0
1167,5000000.0,20.0,253.0
1168,2850000.0,10.0,60.0
1169,3050000.0,10.0,85.0
1170,15760000.0,18.0,264.42
1171,4000000.0,10.0,165.0
1172,7000000.0,8.0,333.0
1173,7000000.0,7.0,333.0
1174,7000000.0,5.0,333.0
1175,7000000.0,6.0,333.0
1176,1800000.0,10.0,73.0
1177,13200000.0,25.0,82.4
1178,8000000.0,5.0,192.0
1179,10000000.0,4.0,189.0
1180,10000000.0,6.0,198.0
1181,10000000.0,4.0,192.0
1182,10000000.0,4.0,192.0
1183,4100000.0,6.0,189.0
1184,4100000.0,4.0,189.0
1185,8140000.0,19.0,292.5
1186,800000.0,4.0,99.6
1187,6300000.0,15.0,462.0
1188,2100000.0,3.0,275.0
1189,9000000.0,6.0,570.0
1190,1800000.0,3.0,390.0
1191,3000000.0,5.0,475.0
1192,1100000.0,3.0,275.0
1193,2200000.0,5.0,475.0
1194,2690000.0,5.0,492.0
1195,3110000.0,4.0,498.0
1196,4700000.0,7.0,475.0
1197,1280000.0,9.0,153.68
1198,4550000.0,7.0,65.0
1199,22000000.0,16.0,165.4
1200,300000.0,6.0,100.0
1201,150000.0,7.0,114.4
1202,13200000.0,7.0,198.0
1203,2510000.0,14.0,98.5
1204,1800000.0,5.0,198.0
1205,400000.0,5.0,86.5
1206,2120000.0,3.0,87.0
1207,2400000.0,7.0,85.0
1208,4000000.0,10.0,111.8
1209,3400000.0,5.0,135.0
1210,12900000.0,5.0,50.75
1211,12000000.0,8.0,442.5
1212,3000000.0,4.0,425.0
1213,12500000.0,10.0,530.0
1214,3464500.0,10.0,221.0
1216,18000000.0,2.0,180.0
1217,3000000.0,10.0,313.75
1218,4900000.0,3.0,385.0
1219,12600000.0,3.0,284.0
1220,7500000.0,14.0,372.2
1221,5700000.0,10.0,111.8
1222,4800000.0,3.0,155.0
1223,9000000.0,3.0,155.0
1224,10000000.0,3.0,150.0
1225,5000000.0,3.0,150.0
1226,15500000.0,4.0,655.0
1227,7500000.0,4.0,285.0
1230,2100000.0,10.0,69.0
1231,6000000.0,15.0,66.5
1232,9000000.0,10.0,257.48
1233,29000000.0,27.0,393.5
1234,9600000.0,2.0,155.0
1235,13520000.0,5.0,225.0
1236,4800000.0,20.0,172.0
1237,6700000.0,20.0,215.0
1238,13180000.0,28.0,615.85
1239,7500000.0,4.0,180.0
1240,2000000.0,4.0,115.0
1241,14900000.0,6.0,435.0
1242,10600000.0,6.0,265.0
1243,23100000.0,6.0,270.0
1244,8750000.0,1.0,280.0
1245,7500000.0,4.0,180.0
1246,4500000.0,4.0,180.0
1247,4600000.0,24.0,425.0
1248,4000000.0,5.0,180.0
1249,4000000.0,5.0,180.0
1250,4000000.0,5.0,180.0
1251,5500000.0,4.0,180.0
1252,7500000.0,5.0,360.0
1253,21400000.0,7.0,380.0
1254,13000000.0,3.0,292.0
1255,11000000.0,5.0,255.0
1256,8900000.0,2.0,172.0
1257,9600000.0,7.0,390.0
1258,2500000.0,3.0,151.0
1259,2800000.0,7.0,94.0
1260,4300000.0,7.0,372.0
1261,11000000.0,6.0,267.0
1262,2500000.0,5.0,179.0
1263,1250000.0,7.0,118.0
1264,4400000.0,6.0,145.0
1265,4500000.0,11.0,78.0
1266,870000.0,5.0,145.0
1267,13000000.0,20.0,497.0
1268,18150000.0,13.0,160.0
1269,1020000.0,5.0,59.44
1270,9700000.0,6.0,564.1
1271,8750000.0,20.0,50.0
1272,1450000.0,17.0,273.0
1273,1800000.0,10.0,191.0
1274,7000000.0,18.0,124.0
1275,24450000.0,19.0,126.96
1276,7100000.0,18.0,386.0
1277,5200000.0,6.0,112.5
1278,9500000.0,15.0,173.8
1279,7600000.0,20.0,502.77
1280,5500000.0,11.0,107.0
1281,3458121.0,2.0,82.0
1282,4500000.0,20.0,60.0
1283,18700000.0,10.0,220.21
1284,5500000.0,8.0,80.0
1285,3700000.0,10.0,160.21
1286,6500000.0,20.0,187.0
1287,5000000.0,8.0,182.0
1288,1200000.0,16.0,236.5
1289,4500000.0,10.0,182.0
1290,5300000.0,10.0,286.0
1291,13600000.0,7.0,424.0
1292,6500000.0,12.0,239.0
1293,4500000.0,20.0,58.0
1294,4500000.0,20.0,259.74
1295,7000000.0,10.0,454.0
1296,6000000.0,4.0,104.0
1297,14000000.0,15.0,175.0
1298,30500000.0,10.0,212.5
1299,12716000.0,7.0,197.0
1300,6000000.0,15.0,75.0
1301,8000000.0,10.0,105.0
1302,6000000.0,7.0,241.0
1303,5800000.0,6.0,119.0
1304,38500000.0,10.0,284.0
1306,4900000.0,10.0,201.0
1307,4420000.0,11.0,316.0
1308,14800000.0,12.0,169.0
1309,3250000.0,4.0,152.0
1310,6000000.0,6.0,440.0
1311,18700000.0,13.0,380.0
1312,19300000.0,9.0,370.0
1313,1650000.0,5.0,455.0
1314,4500000.0,9.0,384.0
1315,17000000.0,10.0,395.0
1316,2800000.0,10.0,118.0
1317,1000000.0,10.0,90.0
1318,11500000.0,12.0,489.36
1319,15000000.0,5.0,56.0
1320,6500000.0,8.0,166.68
1321,8300000.0,10.0,105.0
1322,6200000.0,5.0,120.0
1323,4500000.0,15.0,341.36
1324,3500000.0,6.0,84.68
1325,8750000.0,4.0,244.0
1326,4000000.0,10.0,450.0
1327,4300000.0,13.0,138.0
1329,12000000.0,6.0,245.0
1330,35000000.0,15.0,418.0
1331,12500000.0,8.0,185.0
1332,10000000.0,11.0,82.5
1333,10000000.0,10.0,91.0
1334,3100000.0,3.0,270.0
1335,1650000.0,4.0,73.0
1336,5250000.0,11.0,90.0
1337,12000000.0,11.0,496.0
1338,20000000.0,14.0,96.5
1339,18000000.0,14.0,100.0
1340,5100000.0,20.0,150.0
1341,7500000.0,2.0,450.0
1342,14634000.0,15.0,510.0
1343,2750000.0,12.0,62.91
1344,6500000.0,15.0,153.0
1345,10500000.0,15.0,405.0
1346,31200000.0,8.0,415.0
1347,9000000.0,12.0,79.0
1348,10000000.0,8.0,420.0
1349,1000000.0,4.0,90.0
1350,2800000.0,12.0,180.0
1352,6600000.0,9.0,373.0
1353,20500000.0,9.0,270.0
1354,21110000.0,6.0,352.5
1355,500000.0,2.0,211.5
1356,16050000.0,3.0,190.27
1357,5500000.0,21.0,72.0
1358,12000000.0,20.0,264.95
1359,4000000.0,5.0,95.0
1360,5000000.0,7.0,112.0
1361,28300000.0,24.0,121.0
1363,5300000.0,18.0,153.5
1364,7000000.0,14.0,355.0
1365,2200000.0,10.0,98.0
1366,6410000.0,7.0,97.0
1367,11000000.0,5.0,409.0
1368,38355233.35458404,22.421477079796265,684.2431524416136
1369,38355233.35458404,22.421477079796265,684.2431524416136
1370,25500000.0,10.0,314.36
1371,14000000.0,10.0,260.0
1372,10000000.0,14.0,438.5
1373,14200000.0,6.0,294.0
1375,6850000.0,6.0,147.0
1376,4000000.0,10.0,248.7
1377,3800000.0,6.0,130.0
1378,6500000.0,10.0,241.0
1379,6744000.0,2.0,204.94
1380,9500000.0,2.0,84.0
1381,30000000.0,6.0,120.08
1382,4650000.0,10.0,63.0
1383,2850000.0,3.0,54.0
1384,20000000.0,21.0,285.6
1385,35000000.0,25.0,479.0
1386,10000000.0,14.0,141.0
1387,3409000.0,4.0,91.45
1389,27500000.0,3.0,512.11
1390,27000000.0,3.0,115.5
1391,5100000.0,4.0,366.0
1392,9100000.0,8.0,59.0
1393,5000000.0,4.0,108.0
1394,8000000.0,25.0,171.5
1395,11000000.0,6.0,60.0
1396,15800000.0,6.0,116.0
1397,11000000.0,8.0,196.0
1398,4000000.0,12.0,226.0
1399,12800000.0,9.0,205.0
1401,31000000.0,10.0,450.0
1402,8000000.0,11.0,316.6
1403,21000000.0,7.0,314.0
1404,1500000.0,10.0,190.72
1405,6000000.0,25.0,90.0
1406,6100000.0,10.0,230.0
1407,5000000.0,15.0,80.0
1408,3000000.0,20.0,630.0
1409,23000000.0,20.0,300.0
1410,15500000.0,7.0,80.0
1412,4800000.0,20.0,145.0
1413,16000000.0,8.0,482.34
1414,17600000.0,20.0,114.0
1415,4000000.0,10.0,217.0
1416,13000000.0,15.0,61.0
1417,6500000.0,7.0,80.0
1418,20000000.0,6.0,460.0
1419,27500000.0,20.0,330.0
1420,22000000.0,16.0,72.0
1421,2600000.0,6.0,67.5
1422,26000000.0,10.0,86.0
1423,30000000.0,15.0,210.0
1424,27100000.0,10.0,53.36
1425,1140000.0,13.0,80.5
1426,18000000.0,18.0,671.7
1427,5400000.0,7.0,90.0
1428,15200000.0,20.0,571.89
1429,10200000.0,9.0,164.0
1430,30500000.0,10.0,255.75
1431,13000000.0,15.0,175.0
1432,15850000.0,10.0,225.0
1433,31000000.0,10.0,450.0
1434,7000000.0,10.0,176.0
1435,4500000.0,15.0,97.5
1436,4900000.0,7.0,73.0
1437,6000000.0,7.0,160.0
1438,17600000.0,8.0,60.0
1439,9000000.0,25.0,340.0
1440,5200000.0,20.0,90.0
1441,1040000.0,18.0,180.0
1442,37500000.0,11.0,485.0
1443,30000000.0,11.0,228.0
1444,14000000.0,20.0,190.0
1445,27400000.0,11.0,52.0
1446,11000000.0,29.0,77.5
1447,3500000.0,12.0,55.0
1448,38355233.35458404,22.421477079796265,684.2431524416136
1449,38355233.35458404,22.421477079796265,684.2431524416136
1450,25500000.0,25.0,292.0
1451,1600000.0,10.0,79.0
1452,21000000.0,7.0,429.0
1453,6000000.0,5.0,96.0
1454,21000000.0,7.0,429.0
1455,30000000.0,10.0,630.0
1456,1160000.0,7.0,255.0
1457,15020000.0,10.0,275.0
1458,15000000.0,10.0,211.5
1459,30000000.0,14.0,391.0
1460,12000000.0,8.0,199.0
1461,14300000.0,10.0,216.0
1462,8150000.0,25.0,90.0
1463,2500000.0,10.0,66.4
1464,1650000.0,3.0,92.0
1465,21000000.0,10.0,398.79
1467,7500000.0,8.0,70.0
1468,11000000.0,7.0,310.11
1469,29500000.0,13.0,127.5
1470,43200000.0,7.0,62.0
1472,12000000.0,10.0,502.46
1473,5100000.0,10.0,178.4
1474,19987785.0,27.0,72.22
1475,9000000.0,15.0,306.28
1476,4550000.0,20.0,346.0
1477,26800000.0,20.0,561.98
1478,19500000.0,12.0,534.8
1479,7500000.0,8.0,70.0
1480,2800000.0,9.0,95.5
1481,7500000.0,27.0,53.0
1482,36000000.0,22.0,260.0
1483,4800000.0,7.0,390.5
1484,8000000.0,5.0,89.4
1485,7000000.0,12.0,131.0
1486,36972407.0,10.0,132.0
1487,9000000.0,7.0,315.0
1488,16000000.0,20.0,549.79
1489,15500000.0,20.0,205.0
1490,1350000.0,5.0,244.98
1492,4400000.0,10.0,83.0
1493,36500000.0,15.0,83.3
1494,14000000.0,10.0,152.0
1495,6430000.0,4.0,60.0
1497,22500000.0,15.0,566.5
1500,30300000.0,8.0,143.5
1501,3500000.0,6.0,74.0
1503,16000000.0,20.0,150.0
1504,18000000.0,10.0,50.0
1505,22000000.0,15.0,663.65
1506,20000000.0,8.0,141.71
1507,9100000.0,10.0,176.8
1508,28000000.0,11.0,400.01
1509,30000000.0,13.0,125.5
1510,20000000.0,20.0,220.0
1511,12400000.0,10.0,360.88
1512,7000000.0,10.0,196.0
1513,3000000.0,14.0,284.68
1514,38355233.35458404,22.421477079796265,684.2431524416136
1515,38355233.35458404,22.421477079796265,684.2431524416136
1516,38355233.35458404,22.421477079796265,684.2431524416136
1518,12000000.0,15.0,663.65
1519,7700000.0,6.0,80.0
1520,12500000.0,11.0,153.6
1521,7780000.0,3.0,61.5
1522,19580000.0,5.0,148.0
1523,1250000.0,2.0,60.0
1524,4000000.0,15.0,240.0
1525,4000000.0,15.0,260.0
1526,2270000.0,14.0,53.0
1527,28800000.0,25.0,488.24
1528,10500000.0,10.0,60.5
1529,45000000.0,10.0,315.18
1530,9000000.0,10.0,190.0
1531,18000000.0,15.0,260.0
1532,9000000.0,12.0,221.08
1533,2500000.0,10.0,100.0
1534,700000.0,20.0,120.02
1535,9500000.0,20.0,489.99
1536,2800000.0,25.0,100.0
1537,15000000.0,10.0,589.0
1538,12870643.0,21.0,630.0
1539,1500000.0,2.0,134.0
1540,21000000.0,12.0,255.0
1542,9500000.0,15.0,590.0
1543,6700000.0,12.0,195.0
1544,31300000.0,9.0,315.81
1546,9350000.0,12.0,479.45
1547,14200000.0,12.0,133.0
1548,18054000.0,4.0,339.5
1549,18200000.0,6.0,491.0
1550,3700000.0,15.0,388.5
1552,4300000.0,4.0,110.0
1553,15000000.0,10.0,534.0
1554,18200000.0,6.0,321.0
1555,10000000.0,22.0,661.5
1556,2800000.0,6.0,59.12
1557,12219075.0,5.0,122.0
1558,1500000.0,12.0,100.0
1559,1700000.0,15.0,100.0
1560,1285000.0,4.0,498.5
1561,11300000.0,6.0,80.0
1562,6000000.0,19.0,390.0
1563,1100000.0,5.0,68.0
1564,15566000.0,9.0,540.0
1565,10700000.0,7.0,323.0
1566,3000000.0,8.0,74.0
1567,1000000.0,3.0,84.0
1568,560000.0,10.0,210.0
1569,3500000.0,5.0,95.0
1570,2900000.0,14.0,129.0
1571,7020000.0,5.0,315.2
1572,4400000.0,10.0,216.0
1573,6800000.0,10.0,50.0
1574,5075000.0,15.0,515.25
1575,1800000.0,10.0,463.05
1576,1300000.0,2.0,127.5
1577,2600000.0,9.0,110.0
1578,3800000.0,3.0,70.0
1579,3600000.0,6.0,178.0
1580,8000000.0,18.0,83.0
1581,15700000.0,8.0,301.29
1582,45000000.0,15.0,278.5
1583,3500000.0,22.0,115.5
